1. Forasmuch as many have taken in hand to set forth in order a declaration of those things which are most surely believed among us,	επειδηπερ πολλοι επεχειρησαν αναταξασθαι διηγησιν περι των πεπληροφορημενων εν ημιν πραγματων	epeideper polloi epecheiresan anataxasthai diegesin peri ton peplerophoremenon en emin pragmaton	Luk|1|1|
9. And I say unto you, Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you.	καγω υμιν λεγω αιτειτε και δοθησεται υμιν ζητειτε και ευρησετε κρουετε και ανοιγησεται υμιν	kago umin lego aiteite kai dothesetai umin zeteite kai euresete krouete kai anoigesetai umin	Luk|11|9|

10. For every one that asketh receiveth; and he that seeketh findeth; and to him that knocketh it shall be opened.	πας γαρ ο αιτων λαμβανει και ο ζητων ευρισκει και τω κρουοντι ανοιγησεται.	pas gar o aiton lambanei kai o zeton euriskei kai to krouonti anoigesetai.	Luk|11|10|

11. If a son shall ask bread of any of you that is a father, will he give him a stone? or if he ask a fish, will he for a fish give him a serpent?	τινα δε εξ υμων τον πατερα αιτησει ο υιος αρτον μη λιθον επιδωσει αυτω η και ιχθυν μη αντι ιχθυος οφιν επιδωσει αυτω	tina de ex umon ton patera aitesei o uios arton me lithon epidosei auto e kai ichthun me anti ichthuos ophin epidosei auto	Luk|11|11|

12. Or if he shall ask an egg, will he offer him a scorpion?	η και αν αιτηση ωον μη επιδωσει αυτω σκορπιον	e kai an aitese oon me epidosei auto skorpion	Luk|11|12|

13. If ye then, being evil, know how to give good gifts unto your children: how much more shall your Heavenly Father give The Holy Spirit to them that ask Him?	ει ουν υμεις πονηροι υπαρχοντες οιδατε δοματα αγαθα διδοναι τοις τεκνοις υμων ποσω μαλλον ο πατηρ ο εξ ουρανου δωσει πνευμα ῞αγιον τοις αιτουσιν αυτον.	ei oun umeis poneroi uparchontes oidate domata agatha didonai tois teknois umon poso mallon o pater o ex ouranou dosei pneuma ῞agion tois aitousin auton.	Luk|11|13|

14. And He was casting out a devil, and it was dumb. And it came to pass, when the devil was gone out, the dumb spake; and the people wondered.	και ην εκβαλλων δαιμονιον και αυτο ην κωφον εγενετο δε του δαιμονιου εξελθοντος ελαλησε ο κωφος και εθαυμασαν οι οχλοι.	kai en ekballon daimonion kai auto en kophon egeneto de tou daimoniou exelthontos elalese o kophos kai ethaumasan oi ochloi.	Luk|11|14|

15. But some of them said, He casteth out devils through Beelzebub the chief of the devils.	τινες δε εξ αυτων ειπον εν βεελζεβουλ τω αρχοντι των δαιμονιων εκβαλλει τα δαιμονια.	tines de ex auton eipon en beelzeboul to archonti ton daimonion ekballei ta daimonia.	Luk|11|15|

16. And others, tempting Him, sought of Him a sign from heaven.	ετεροι δε πειραζοντες σημειον παρ αυτου εζητουν εξ ουρανου.	eteroi de peirazontes semeion par autou ezetoun ex ouranou.	Luk|11|16|

17. But He, knowing their thoughts, said unto them, Every kingdom divided against itself is brought to desolation; and a house divided against a house falleth.	αυτος δε ειδως αυτων τα διανοηματα ειπεν αυτοις πασα βασιλεια εφ εαυτην διαμερισθεισα ερημουται και οικος επι οικον πιπτει.	autos de eidos auton ta dianoemata eipen autois pasa basileia eph eauten diameristheisa eremoutai kai oikos epi oikon piptei.	Luk|11|17|

18. If Satan also be divided against himself, how shall his kingdom stand? because ye say that I cast out devils through Beelzebub.	ει δε και ο σατανας εφ εαυτον διεμερισθη πως σταθησεται η βασιλεια αυτου οτι λεγετε εν βεελζεβουλ εκβαλλειν με τα δαιμονια.	ei de kai o satanas eph eauton diemeristhe pos stathesetai e basileia autou oti legete en beelzeboul ekballein me ta daimonia.	Luk|11|18|

19. And if I by Beelzebub cast out devils, by whom do your sons cast them out? therefore shall they be your judges.	ει δε εγω εν βεελζεβουλ εκβαλλω τα δαιμονια οι υιοι υμων εν τινι εκβαλλουσι δια τουτο αυτοι κριται υμων εσονται.	ei de ego en beelzeboul ekballo ta daimonia oi uioi umon en tini ekballousi dia touto autoi kritai umon esontai.	Luk|11|19|

20. But if I with the Finger of God cast out devils, no doubt The Kingdom of God is come upon you.	ει δε εν δακτυλω θεου εκβαλλω τα δαιμονια αρα εφθασεν εφ υμας η βασιλεια του θεου.	ei de en daktulo theou ekballo ta daimonia ara ephthasen eph umas e basileia tou theou.	Luk|11|20|

21. When a strong man armed keepeth his palace, his goods are in peace:	οταν ο ισχυρος καθωπλισμενος φυλασση την εαυτου αυλην εν ειρηνη εστι τα υπαρχοντα αυτου	otan o ischuros kathoplismenos phulasse ten eautou aulen en eirene esti ta uparchonta autou	Luk|11|21|

22. But when a stronger than he shall come upon him, and overcome him, He taketh from him all his armour wherein he trusted, and divideth his spoils.	επαν δε ο ισχυροτερος αυτου επελθων νικηση αυτον την πανοπλιαν αυτου αιρει εφ η επεποιθει και τα σκυλα αυτου διαδιδωσιν.	epan de o ischuroteros autou epelthon nikese auton ten panoplian autou airei eph e epepoithei kai ta skula autou diadidosin.	Luk|11|22|

23. He that is not with Me is against Me: and he that gathereth not with Me scattereth.	ο μη ων μετ εμου κατ εμου εστι και ο μη συναγων μετ εμου σκορπιζει.	o me on met emou kat emou esti kai o me sunagon met emou skorpizei.	Luk|11|23|

24. When the unclean spirit is gone out of a man, he walketh through dry places, seeking rest; and finding none, he saith, I will return unto my house whence I came out.	῞οταν το ακαθαρτον πνευμα εξελθη απο του ανθρωπου διερχεται δι ανυδρων τοπων ζητουν αναπαυσιν και μη ευρισκον λεγει υποστρεψω εις τον οικον μου οθεν εξηλθον	῞otan to akatharton pneuma exelthe apo tou anthropou dierchetai di anudron topon zetoun anapausin kai me euriskon legei upostrepso eis ton oikon mou othen exelthon	Luk|11|24|

25. And when he cometh, he findeth it swept and garnished.	και ελθον ευρισκει σεσαρωμενον και κεκοσμημενον.	kai elthon euriskei sesaromenon kai kekosmemenon.	Luk|11|25|

26. Then goeth he, and taketh to him seven other spirits more wicked than himself; and they enter in, and dwell there: and the last state of that man is worse than the first.	τοτε πορευεται και παραλαμβανει επτα ετερα πνευματα πονηροτερα εαυτου και εισελθοντα κατοικει εκει και γινεται τα εσχατα του ανθρωπου εκεινου χειρονα των πρωτων.	tote poreuetai kai paralambanei epta etera pneumata ponerotera eautou kai eiselthonta katoikei ekei kai ginetai ta eschata tou anthropou ekeinou cheirona ton proton.	Luk|11|26|

27. And it came to pass, as He spake these things, a certain woman of the company lifted up her voice, and said unto him, Blessed is the womb that bare Thee, and the paps which thou hast sucked.	εγενετο δε εν τω λεγειν αυτον ταυτα επαρασα τις γυνη φωνην εκ του οχλου ειπεν αυτω μακαρια η κοιλια η βαστασασα σε και μαστοι ους εθηλασας.	egeneto de en to legein auton tauta eparasa tis gune phonen ek tou ochlou eipen auto makaria e koilia e bastasasa se kai mastoi ous ethelasas.	Luk|11|27|

28. But He said, Yea rather, blessed are they that hear The Word of God, and keep It.	αυτος δε ειπε μενουνγε μακαριοι οι ακουοντες τον λογον του θεου και φυλασσοντες αυτον.	autos de eipe menounge makarioi oi akouontes ton logon tou theou kai phulassontes auton.	Luk|11|28|

29. And when the people were gathered thick together, He began to say, This is an evil generation: they seek a sign; and there shall no sign be given it, but the sign of Jonas the [prophet PR.B->25].	των δε οχλων επαθροιζομενων ηρξατο λεγειν η γενεα αυτη γενεα πονηρα εστι σημειον ζητει και σημειον ου δοθησεται αυτη ει μη το σημειον ιωνα του προφητου.	ton de ochlon epathroizomenon erxato legein e genea aute genea ponera esti semeion zetei kai semeion ou dothesetai aute ei me to semeion iona tou prophetou.	Luk|11|29|

30. For as Jonas was a sign unto the Ninevites, so shall also The Son of man be to this generation.	καθως γαρ εγενετο ιωνας σημειον τοις νινευιταις ουτως εσται και ο υιος του ανθρωπου τη γενεα ταυτη.	kathos gar egeneto ionas semeion tois nineuitais outos estai kai o uios tou anthropou te genea taute.	Luk|11|30|

31. The queen of the south shall rise up in the judgment with the men of this generation, and condemn them: for she came from the utmost parts of the earth to hear the wisdom of Solomon; and, behold, a Greater than Solomon is here.	βασιλισσα νοτου εγερθησεται εν τη κρισει μετα των ανδρων της γενεας ταυτης και κατακρινει αυτους οτι ηλθεν εκ των περατων της γης ακουσαι την σοφιαν σολομωνος και ιδου πλειον σολομωνος ωδε.	basilissa notou egerthesetai en te krisei meta ton andron tes geneas tautes kai katakrinei autous oti elthen ek ton peraton tes ges akousai ten sophian solomonos kai idou pleion solomonos ode.	Luk|11|31|
